service_id,name,platform,service_type,category,rate_twd,rate_usd,min,max,refill,cancel,dripfeed,currency
30665,🇮🇶 ❤️%100  Instagram (Iraq)  Like HQ 5K,Instagram,Likes/Reactions,❤️🇮🇶⬆️ Iraq - İnstagram Target (Real) Like |1H |10.000 Speed,34.352,1.0735,50,5000,No,Yes,No,USD
30666,🇮🇶 ❤️%100  Instagram (Iraq)  Like HQ  100K,Instagram,Likes/Reactions,❤️🇮🇶⬆️ Iraq - İnstagram Target (Real) Like |1H |10.000 Speed,43.392,1.356,50,100000,No,Yes,No,USD
30667,🇮🇶 ❤️%100 IRAQInstagram Like HQ 1M♻️( HQ -365 Days Refill),Instagram,Likes/Reactions,❤️🇮🇶⬆️ Iraq - İnstagram Target (Real) Like |1H |10.000 Speed,65.088,2.034,50,1000000,Yes,Yes,No,USD
30671,🇮🇳 [İndian ] Instagram View -- Interactive  REELS[500k],Instagram,Views/Plays,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),6.5088,0.2034,500,500000,No,Yes,No,USD
30668,🇮🇳 🛕Indian Instagram Like HQ 1K |1H |10.000 Speed,Instagram,Likes/Reactions,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),43.392,1.356,50,300000,No,No,No,USD
30669,🇮🇳 ❤️Indian Instagram Like HQ 5K |1H |10.000 Speed,Instagram,Likes/Reactions,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),52.432,1.6385,50,5000,No,Yes,No,USD
30670,🇮🇳 ❤️Indian Instagram Like HQ 500K♻️365 Days |1H |10.000 Speed,Instagram,Likes/Reactions,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),65.088,2.034,50,20000,No,Yes,No,USD
30672,🇮🇳💎  Instagram - Followers | India | Max 5K | HQ - Real | Speed 100K/Day | Flag Review - ON / OFF | ⛔ No Refill,Instagram,Followers/Subscribers,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),66.896,2.0905,10,5000,No,Yes,No,USD
30673,🇮🇳💎  Instagram - Followers | India | Max 20K | HQ - Real | Speed 100K/Day | Flag Review - ON / OFF | ⛔ No Refill,Instagram,Followers/Subscribers,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),75.936,2.373,10,20000,No,Yes,No,USD
30674,🇮🇳💎  Instagram - Followers | India | Max 50K | HQ - Real | Speed 100K/Day | Flag Review - ON / OFF | ♻️30 Days Refill,Instagram,Followers/Subscribers,❤️🇮🇳⬆️🛕İnstagram (Real) Like And (Real) Follow HQ%100(İndian+Arabic) 🇮🇳),103.056,3.2205,10,50000,No,Yes,No,USD
30675,❤️Newe Instagram Likes  +1K/h| Instant Started,Instagram,Likes/Reactions,❤️New  Instagram ( Super Like) (Always Stable)(Mix-Country),2.6048,0.0814,20,10000,No,Yes,No,USD
30676,❤️Instagram Likes  +10K/h| Instant Started (5k) 1 min 5k !,Instagram,Likes/Reactions,❤️New  Instagram ( Super Like) (Always Stable)(Mix-Country),8.3168,0.2599,20,5000,No,Yes,No,USD
30677,❤️Instagram Likes  +15K/h| Instant Started   (100K) 1 min 10k !,Instagram,Likes/Reactions,❤️New  Instagram ( Super Like) (Always Stable)(Mix-Country),10.4864,0.3277,20,1000000,No,Yes,No,USD
30678,❤️Instagram Likes  | Instant Started   (50K) Brezilya - İndian - Egypt Mix,Instagram,Likes/Reactions,❤️New  Instagram ( Super Like) (Always Stable)(Mix-Country),16.272,0.5085,10,50000,No,Yes,No,USD
30679,❤️Instagram Likes +15K/h| Instant Started (100K)♻️365 Days Refill,Instagram,Likes/Reactions,❤️New  Instagram ( Super Like) (Always Stable)(Mix-Country),23.1424,0.7232,10,100000,Yes,Yes,No,USD
30681,🇮🇳 🏳️🚩 [İNDİAN İnstagram Real Followers 50.000 / (Spam Of),Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,10.848,0.339,20,100000,No,Yes,No,USD
30680,🇮🇳 🏳️🚩 [İNDİAN İnstagram Global Followers 10.000 / (Spam Of),Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,11.5712,0.3616,20,10000,No,Yes,No,USD
30682,🇮🇳 🏳️🚩 [İNDİAN İnstagram Real Mix Followers 100.000 / (Spam Of),Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,14.464,0.452,50,100000,No,Yes,No,USD
30683,🇮🇳 🏳️🚩İnstagram Global[REAL- Mix]  Followers 1M /  Spam Of New Services,Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,19.888,0.6215,10,1000000,No,Yes,No,USD
30685,🇮🇳 🏳️🚩♻️  15 (Days)İnstagram Global[%100REAL- Mix]100.000 /  Spam Of New Services,Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,36.16,1.13,10,100000,Yes,Yes,No,USD
30686,🇮🇳 🏳️🚩♻️  30 (Days) İndian İnstagram Global[%100REAL- Mix] 100.000 /  Spam Of New Services,Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,45.2,1.4125,10,1000000,Yes,Yes,No,USD
30684,🇮🇳 🏳️🚩Private Old İnstagram Global[Old + New ] 100k /  Spam Of New Services,Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,47.008,1.469,10,100000,No,Yes,No,USD
30687,🇮🇳 NEW 🏳️🚩♻️ 365 (Days) İndian İnstagram Global[%100REAL- Mix] 1M  / Spam Of New Services  ,Other,Followers/Subscribers,🍁Camping İnstagram Follower (Indian 🇮🇳 Flag |OF : Success) [%8-12 Max Drop Rate]🚩🚩,104.864,3.277,10,1000000,Yes,Yes,No,USD
30688,🧊Global İnstagram Followers All Flag on: Auto Cancel !  5k,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],32.544,1.017,10,5000,No,Yes,No,USD
30689,🧊Global İnstagram Followers All Flag on: Auto Cancel ! 100k,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],36.16,1.13,10,100000,No,Yes,No,USD
30690,🧊Global İnstagram Followers Flag on: Auto Cancel ! 1M,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],48.816,1.5255,10,1000000,No,Yes,No,USD
30691,🧊Global İnstagram Followers Flag on: Auto Cancel ! 1m15Days ♻️,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],52.432,1.6385,10,5000000,Yes,Yes,No,USD
30692,🧊Global İnstagram Followers Flag on: Auto Cancel ! 1m30Days ♻️,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],63.28,1.9775,20,1000000,Yes,Yes,No,USD
30693,🧊Global İnstagram Followers Flag on: Auto Cancel ! 1m365Days ♻️,Other,Followers/Subscribers,🧊İnstagram Followers (Auto! Cancel/ Of: Success)[DropRate %8 -Mon],88.592,2.7685,10,1000000,Yes,Yes,No,USD
30694,🍀💎İndian| Instagram - Followers | Max 5K 🛡️All Flag [1-50post],Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,37.968,1.1865,10,5000,No,Yes,No,USD
30695,🍀💎İndian| Instagram - Followers | Max 100K 🛡️All Flag [1-50post],Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,39.776,1.243,10,100000,No,Yes,No,USD
30696,🍀💎İndian| Instagram - Followers | Max 1M 🛡️All Flag [1-50post],Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,54.24,1.695,10,1000000,No,Yes,No,USD
30697,🍀💎İndian| Instagram - Followers | Max 500K 🛡️All Flag [1-50post])♻️30Days,Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,65.088,2.034,20,500000,Yes,Yes,No,USD
30699,🍀💎İndian| Instagram - Followers | Max 10M 🛡️All Flag [1-50post]♻️365Days,Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,92.208,2.8815,10,1000000,Yes,Yes,No,USD
30698,🍀💎İndian| Instagram - Followers | Max 1M 🛡️All Flag [1-50post])♻️60Days,Instagram,Followers/Subscribers,🍀İnstagram Followers(All Flag |İndian|)🛡️[DropRate %8 -Mon] (1-50Post])App Data,101.248,3.164,20,1000000,Yes,Yes,No,USD
30700,🍀İGVİP Real Followers 5k %100 PP+ %10 Story ( %80 + increases +profile views %80),Other,Followers/Subscribers,🍀İG VİP Followers ! %20 Story ( %80+increases (10-300 post)🍀 (All Flag |ON|: Success),72.32,2.26,10,5000,No,Yes,No,USD
30701,🍀İGVİP Real Followers 100K   - %100 PP %10 Story ( %80+increases profile views %80),Other,Followers/Subscribers,🍀İG VİP Followers ! %20 Story ( %80+increases (10-300 post)🍀 (All Flag |ON|: Success),91.1232,2.8476,10,100000,No,Yes,No,USD
30702,🍀İGVİP Real !Followers 300K ---- %100 PP %20 Story ( %80+increases profile views %80)♻️365Days,Other,Followers/Subscribers,🍀İG VİP Followers ! %20 Story ( %80+increases (10-300 post)🍀 (All Flag |ON|: Success),108.48,3.39,10,5000000,No,Yes,No,USD
30732,"YouTube Views - Native Ads (Min 1M, 10M/day) | Lifetime Refill | Instant-1hr",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,20.9728,0.6554,1000000,100000000,No,No,No,USD
30733,"YouTube Views - Native Ads (Min 500k, 10M/day) | Lifetime Refill | Instant-1hr",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,23.504,0.7345,500000,100000000,No,No,No,USD
30731,"YouTube Views - Native Ads (Min 50k, 5M/day) | Lifetime Refill | Instant-4hrs",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,25.312,0.791,50000,50000000,No,No,No,USD
30756,YouTube Views + 2% Likes (2k-4k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,25.6736,0.8023,100,500000,No,No,No,USD
30751,YouTube Views - Beta Fast Growth (10k-50k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,27.8432,0.8701,100,1000000000,No,No,No,USD
30730,"YouTube Views - Native Ads (Min 30k, 2M/day) | Lifetime Refill | Instant-2hrs",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,28.928,0.904,30000,1000000000,No,No,No,USD
30740,YouTube Views - Very Slow Growth (200-500/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,28.928,0.904,100,10000000,No,No,No,USD
30749,YouTube Views - Beta Cheap (1k-2k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,30.3744,0.9492,100,2500000,No,No,No,USD
30750,YouTube Views - Beta External Source (3k-5k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,30.3744,0.9492,100,2500000,No,No,No,USD
30747,"YouTube Views - Very Slow Growth (Max 50k, 150-450/day) | Lifetime Refill | 0-24hrs",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,31.4592,0.9831,100,10000000,No,No,No,USD
30729,"YouTube Views - Native Ads (Min 20k, 5M/day) | Lifetime Refill | Instant-1hr",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,32.544,1.017,20000,50000000,No,No,No,USD
30755,YouTube Views - Suggested Views + Mixed Countries (2k-5k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,33.9904,1.0622,100,10000000,No,No,No,USD
30757,YouTube Views - Cheapest Superfast (100k-150k/day) | Lifetime Refill | Instant-4hrs,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,34.352,1.0735,100,1000000000,No,No,No,USD
30727,YouTube Views - Native Ads (500k-1M/day) | Lifetime Refill | Instant-6hrs,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,36.16,1.13,1000,2147483647,No,No,No,USD
30723,YouTube Views - 𝐀𝐥𝐰𝐚𝐲𝐬 𝐅𝐚𝐬𝐭 (100k-200k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,39.776,1.243,10000,1000000000,No,No,No,USD
30720,YouTube Views - Fast Guaranteed (5k/day) | Lifetime Refill | Super Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,41.584,1.2995,100,1000000,No,No,No,USD
30738,YouTube Views - S12 Slow (500-1k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,41.6576,1.3018,100,1000000000,No,No,No,USD
30739,YouTube Views - Slow Growth (500-2k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,41.6576,1.3018,100,20000000,No,No,No,USD
30721,YouTube Views -  [Speed: 10k-20k/day] [Life Time Guaranteed] INSTANT,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,43.392,1.356,100,10000000,No,No,No,USD
30735,♛ YouTube Views - S3 (Reliable) (1k-2k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,43.392,1.356,500,1000000000,No,No,No,USD
30722,"YouTube Views - Superfast Guaranteed (500k/day, Min 10k) | Lifetime Refill | Instant-2hrs",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,47.008,1.469,10000,3000000,No,No,No,USD
30737,♛ YouTube Views - S6 Superfast (1k-4k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,47.008,1.469,1000,100000000,No,No,No,USD
30725,YouTube Views - Superfast (50k/day) | 30-Day Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,57.856,1.808,100,10000000,Yes,Yes,No,USD
30736,"YouTube Views - HR Views (Retention 5-20mins, 1k-5k/day) | 30-Day Refill | Instant",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,57.856,1.808,100,100000000,No,No,No,USD
30726,"YouTube Views - Suggested Views (2k-5k/day, External Source) | 30-Day Refill | Instant-1hr",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,58.5792,1.8306,100,1500000000,No,No,No,USD
30734,YouTube Views - Suggested Views (2k-10k/day) | Good for Ranking | 30-Day Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,60.7488,1.8984,100,150000000,No,No,No,USD
30719,♛ YouTube Views - S8 (Reliable) (5k-10k/day) | 30-Day Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,61.472,1.921,100,100000000,No,Yes,No,USD
30743,YouTube Views - Real &amp;amp; Stable (40k-50k/day) | Non-Drop | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,63.28,1.9775,100,1000000000,No,Yes,No,USD
30748,"YouTube Views - HR Slow Growth (Retention 3-15mins, 500-3k/day) | Lifetime Refill | Instant",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,63.28,1.9775,100,10000000,No,No,No,USD
30744,YouTube Views - Retention 2-5mins (5k-10k/day) | Best for Ranking | 60-Day Guarantee | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,65.088,2.034,100,100000000,No,No,No,USD
30728,"YouTube Views - Native Ads (Min 3k, 500k/day) | Lifetime Refill | Instant-1hr",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,66.5344,2.0792,3000,100000000,No,No,No,USD
30724,YouTube Views - Real &amp;amp; Ranking Optimized (40k/day) | Lifetime Refill | Super Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,83.168,2.599,100,1000000,Yes,Yes,No,USD
30745,♛ YouTube Views - (10k-50k/day) | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,86.784,2.712,100,100000000,No,No,No,USD
30746,YouTube Views - Suggested Views (10k-30k/day) | Non-Drop | Lifetime Refill | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,90.4,2.825,500,10000000,No,No,No,USD
30741,♛ YouTube Views - RAV-GS™ + Engagements (1k-3k/day) | Super Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,104.864,3.277,500,5000000,No,No,No,USD
30742,♛ YouTube Views - Real &amp;amp; Slow (500-3k/day) | RAV + Engagements | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,108.48,3.39,500,1000000,No,No,No,USD
30752,♛ YouTube Views - MMS™ Music Monetization Views + Engagements (10k-20k/day) | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,121.136,3.7855,500,10000000,No,No,No,USD
30753,♛ YouTube Views - RAV-MMS™ Music Videos &amp;amp; Topic Channels - Monetization Views + ADS + Engagements (10k-20k/day) | Instant,YouTube,Views/Plays,➖ YouTube Views - Guaranteed,207.92,6.4975,500,10000000,No,No,No,USD
30754,"♛ YouTube Views - RAV-MTS™ Real Active Views + Engagements (Monetizable, 1k-2k/day) | Instant",YouTube,Views/Plays,➖ YouTube Views - Guaranteed,207.92,6.4975,500,10000000,No,No,No,USD
30706,+7000 Follow !🔥%100APP  Reall  İnstagram İndian Followers Max [1K] [Speed:Days 3-5K]  (SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,72.32,2.26,10,100000,No,Yes,No,USD
30707,+7000 Follow !🔥%100APP Real  İnstagram İndian Followers Max [10K] [Speed:Days 10-15K] (SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,79.552,2.486,10,10000,No,Yes,No,USD
30708,%+7000 Follow🔥 !100APP  Real İnstagram İndian Followers Max [25K] [Speed:Days 25-30K] ♻️+30Days (SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,92.208,2.8815,10,25000,No,Yes,No,USD
30709,Cheap MobilAPP Mix Instagram Followers -Rival [ Max - 5K | Speed: 1 HOUR/2K ] [ Refill: No ] [ Superfast | Start: 0-5 Minute ]💣(SpamFlag ON/OF : Success)🛡️,Instagram,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,95.824,2.9945,10,5000,No,Yes,No,USD
30704,OLD Indian mix[1-70 Post]🔥%100 Reall İnstagram Followers Max [200K] [Speed:1H 15K D/200k]♻️ [30 Days]	(SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,101.248,3.164,10,200000,Yes,Yes,No,USD
30705,OLD Indian mix[1-70 Post]🔥%100 Reall İnstagram Followers Max [D/500K] [Speed:1H 5K]♻️ [365 Days] Life Time Guarante(SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,108.48,3.39,10,500000,Yes,Yes,No,USD
30703,OLD Real Indian mix[1-70 Post]🔥-Reall  İnstagram Followers Max [5K] (SpamFlag ON/OF : Success)(SpamFlag ON/OF : Success)🛡️,Other,Followers/Subscribers,İG [Premium İndian] 🛡️OLD ! Acs Indian-Mix %90 İndian Qualtiy 🔥%100/ PP 1-50,115.712,3.616,10,100000,No,Yes,No,USD
19661,Get 100+ Backlinks from 100 Websites🔝,Website Traffic,Website Traffic,SEO For SMM Panel,1600.0,50.0,1,1,No,No,No,USD
30710,💙 Premium  Instagram Likes [Korea]  200k,Instagram,Likes/Reactions,🇰🇷❤️(Kore-China)İnstagram Real (Target) Like,30.736,0.9605,20,200000,No,Yes,No,USD
30711,❤️Instagram Likes [Korea]  1m ♻️ 365 Days Refill,Instagram,Likes/Reactions,🇰🇷❤️(Kore-China)İnstagram Real (Target) Like,36.16,1.13,20,1000000,Yes,Yes,No,USD
30712,❤️Instagram Likes Emergency | 10K| Instant Started  Speed (H1K)  (D10K),Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,9.7632,0.3051,10,10000,No,Yes,No,USD
30718,❤️Instagram Likes  +5K/h| Instant Started   (Auto Like),Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,10.4864,0.3277,20,100000,No,Yes,No,USD
30713,❤️Fast -Instagram Likes Emergency | +5K/h| (H2K)  (D10K),Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,12.656,0.3955,10,100000,No,Yes,No,USD
30714,❤️ HQ OLD İndian Real Instagram Likes Emergency | Speed (H10K) (D50K),Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,16.272,0.5085,10,10000,No,Yes,No,USD
30717,❤️Instagram Likes Emergency | Updated  |,Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,16.9952,0.5311,50,20000,No,Yes,No,USD
30716,❤️ HQ OLD  İndian  REAL Instagram Likes Emergency | +15K/h| Instant Started,Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,19.888,0.6215,10,1000000,No,Yes,No,USD
30715,❤️Instagram Global Likes Emergency |-30 Days♻️  Instant Started Speed (H10K) (D50K),Instagram,Likes/Reactions,❤️İG Services Global Instagram Likes,24.9504,0.7797,47,1000000,Yes,Yes,No,USD
30572,TikTok Video Views [Max Unlimited] [HQ] [Cancel Enable] [15 Days Auto Refill ♻️] [Instant] [10M/D] 🚀,TikTok,Views/Plays,Tiktok Video Views [Auto Refill 100% Working ♻️] ᴺᴱᵂ,0.3456,0.0108,100,1000000000,No,Yes,No,USD
30573,TikTok Video Views [Max Unlimited] [HQ] [Cancel Enable] [30 Days Auto Refill ♻️] [Instant] [10M/D] 🚀,TikTok,Views/Plays,Tiktok Video Views [Auto Refill 100% Working ♻️] ᴺᴱᵂ,0.5792,0.0181,100,1000000000,No,Yes,No,USD
30295,Instagram Likes [Refill: NO REFILL ] [Max: 100K] [Start Time: 0-1 Hour] [Speed: 300K/Day] ⚡⛔💧,Instagram,Likes/Reactions,Instagram Likes,0.4544,0.0142,10,100000,No,Yes,No,USD
30294,Instagram Likes [WITH CANCELATION] [Max: 5K] [Start Time: 0-1 Hour] [Speed: INSTANT] 💧⚡⛔🔥,Instagram,Likes/Reactions,Instagram Likes,2.2624,0.0707,10,300000,No,Yes,No,USD
30297,Instagram Likes [Max: 10K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: 10K/Hour] 💧,Instagram,Likes/Reactions,Instagram Likes,2.2624,0.0707,10,300000,No,Yes,No,USD
30298,Instagram Likes [Refill: No] [Max: 80K] [Start Time: 0 - 1 Hour] [Speed: 80K/Day] 💧,Instagram,Likes/Reactions,Instagram Likes,2.2624,0.0707,10,500000,No,Yes,No,USD
30290,Instagram Likes [HQ] [FEW DROPS] [Refill: 30D] [Max: 100K] [Speed: 10K/D]💧⛔,Instagram,Likes/Reactions,Instagram Likes,4.5216,0.1413,30,50000000,No,No,No,USD
30274,Instagram Likes [Refill: No] [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: Up to 100K/D] 💧⛔,Instagram,Likes/Reactions,Instagram Likes,4.9728,0.1554,10,500000,No,No,No,USD
30296,Instagram Likes [Refill: 90D] [Max: 150K] [Start Time: 0-1 Hr] [Speed: 150K/Day] ♻️ ⛔ 💧,Instagram,Likes/Reactions,Instagram Likes,4.9728,0.1554,10,1000000,No,Yes,No,USD
30323,Instagram Likes + Impressions [HQ] [Max: 7K] [Start Time: Instant] [Speed: 7K/Day]💧🔥,Instagram,Views/Plays,Instagram Likes,4.9728,0.1554,10,1000000,No,Yes,No,USD
30335,Instagram Likes + Impressions [Max: 2K] [Start Time: 1 Hour] [Speed: 2K/Day] ⚡,Instagram,Views/Plays,Instagram Likes,4.9728,0.1554,10,1000000,No,Yes,No,USD
30286,Instagram Likes [Refill: No] [Max: 100K] [Start Time: 0-1 Hr] [Speed: 100K/Day] ⛔ 💧,Instagram,Likes/Reactions,Instagram Likes,5.2,0.1625,10,1000000,No,No,No,USD
30285,Instagram Likes [Refill: No] [Max: 150K] [Start Time: 0-1 Hour] [Speed: 100K/Day] ⛔💧,Instagram,Likes/Reactions,Instagram Likes,5.424,0.1695,10,300000,No,Yes,No,USD
