service_id,name,platform,service_type,category,rate_twd,rate_usd,min,max,refill,cancel,dripfeed,currency
18,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ Lifetime Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,130.24,4.07,50,5000000,Yes,Yes,No,USD
17,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ 365 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,128.96,4.03,50,5000000,Yes,Yes,No,USD
13,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ 30 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,117.76,3.68,50,5000000,Yes,Yes,No,USD
14,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ 60 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,120.96,3.78,50,5000000,Yes,Yes,No,USD
15,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ 90 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,122.56,3.83,50,5000000,Yes,Yes,No,USD
16,Instagram Followers | Old Accounts 15+ Posts | (Flag OFF) | ♻️ 120 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] | [ Flag OFF ONLY ] - Active,125.76,3.93,50,5000000,Yes,Yes,No,USD
20,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ 30 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,118.4,3.7,50,5000000,Yes,Yes,No,USD
21,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ 60 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,121.6,3.8,50,5000000,Yes,Yes,No,USD
19,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ⛔ No Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,107.2,3.35,50,5000000,No,Yes,No,USD
22,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ 90 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,123.2,3.85,50,5000000,Yes,Yes,No,USD
25,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ Lifetime Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,131.2,4.1,50,5000000,Yes,Yes,No,USD
24,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ 365 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,129.6,4.05,50,5000000,Yes,Yes,No,USD
23,Instagram Followers | Old Accounts 15+ Posts | (All Flag Type) | ♻️ 120 Days Refill,Instagram,Followers/Subscribers,Instagram Followers ( Old Accounts with 15+ Posts ) [ Stable %100 ] - Active,126.4,3.95,50,5000000,Yes,Yes,No,USD
38,Instagram HQ Likes | ⛔ No Refill,Instagram,Likes/Reactions,Instagram Likes [Working],2.08,0.065,100,5000000,No,Yes,No,USD
39,Instagram Bot Likes | ⛔ No Refill,Instagram,Likes/Reactions,Instagram Likes [Working],1.76,0.055,10,100000,No,Yes,No,USD
40,Instagram HQ Likes | ♻️ 365 Days Refill,Instagram,Likes/Reactions,Instagram Likes [Working],3.2,0.1,100,5000000,Yes,Yes,No,USD
4,Instagram Views [ Ultra Fast ] (All Links Types),Instagram,Views/Plays,Instagram Views [Working],0.032,0.001,100,2147483647,No,Yes,No,USD
30,Instagram Views [ Fast ] (All Links Types),Instagram,Views/Plays,Instagram Views [Working],0.0288,0.0009,100,2147483647,No,Yes,No,USD
45,Refill 6 - (All Flag),Other,Other,Admin Exclusives,320.0,10.0,10,100000,No,Yes,No,USD
52,Refill 5 - (All Flag - Old Accounts),Other,Accounts,Admin Exclusives,320.0,10.0,100,100000,No,Yes,No,USD
43,Refill 2 - (All Flag - Old 15+ Posts),Other,Other,Admin Exclusives,320.0,10.0,10,100000,No,Yes,No,USD
41,Refill 4 - (Flag OFF - Real Old Mix),Other,Other,Admin Exclusives,320.0,10.0,50,100000,No,Yes,No,USD
37,Refill 3 - (All Flag - Old with Posts),Other,Other,Admin Exclusives,320.0,10.0,10,100000,No,Yes,No,USD
32,Refill 1 - (Flag OFF - Old 15+ Posts),Other,Other,Admin Exclusives,320.0,10.0,10,100000,No,Yes,No,USD
54,privated2,Other,Other,Private,32.0,1.0,10,2147483647,No,Yes,No,USD
35,private-35,Other,Other,Private,3200.0,100.0,10,300000,No,Yes,No,USD
33,Instagram Old Accounts 15 Posts Followers | ⛔ No Refill,Instagram,Followers/Subscribers,Instagram Followers  [ Temporary Service ] - Fastest,107.2,3.35,10,10000000,No,Yes,No,USD
