service_id,name,platform,service_type,category,rate_twd,rate_usd,min,max,refill,cancel,dripfeed,currency
367,臉書增加直播觀看人數*自然提升【60分鐘/1小時】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,3074.0,96.0625,50,1000,No,No,No,TWD
368,臉書增加直播觀看人數*自然提升【90分鐘/1小時半】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,5026.0,157.0625,50,1000,No,No,No,TWD
414,臉書增加直播觀看人數*自然提升【120分鐘/2小時】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,6714.0,209.8125,20,1000,No,No,No,TWD
369,臉書增加直播觀看人數*自然提升【150分鐘/2小時半】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,8631.0,269.71875,20,1000,No,No,No,TWD
371,臉書增加直播觀看人數*自然提升【180分鐘/3小時】⭐️⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,9785.0,305.78125,20,1000,No,No,No,TWD
372,臉書增加直播觀看人數*自然提升【210分鐘/3小時半】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,11390.0,355.9375,20,20000,No,No,No,TWD
373,臉書增加直播觀看人數*自然提升【240分鐘/4小時】⭐️🔥⚡️,Facebook,Live Stream Viewers,臉書直播觀看*人數自然提升*穩定*推薦👍⭐️🔥,12875.0,402.34375,20,20000,No,No,No,TWD
33,增加直播觀看人數*啟動最快【30分鐘】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,1581.0,49.40625,50,20000,No,No,No,TWD
485,增加直播觀看人數*啟動最快【60分鐘/1小時】⚡️🔥,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,2856.0,89.25,50,20000,No,No,No,TWD
35,增加直播觀看人數*啟動最快【90分鐘/1小時半】⚡️🔥,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,4595.0,143.59375,50,20000,No,No,No,TWD
36,增加直播觀看人數*啟動最快【120分鐘/2小時】⚡️🔥,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,6142.0,191.9375,50,20000,No,No,No,TWD
37,增加直播觀看人數*啟動最快【150分鐘/2小時半】⚡️🔥,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,7633.0,238.53125,20,20000,No,No,No,TWD
38,增加直播觀看人數*啟動最快【180分鐘/3小時】⚡️🔥,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,9333.0,291.65625,20,20000,No,No,No,TWD
39,增加直播觀看人數*啟動最快【210分鐘/3小時半】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,11033.0,344.78125,20,20000,No,No,No,TWD
40,增加直播觀看人數*啟動最快【240分鐘/4小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,12292.0,384.125,20,20000,No,No,No,TWD
612,增加直播觀看人數*啟動最快【270分鐘/4小時半】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,13832.0,432.25,20,20000,No,No,No,TWD
41,增加直播觀看人數*啟動最快【300分鐘/5小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,14921.0,466.28125,20,20000,No,No,No,TWD
613,增加直播觀看人數*啟動最快【360分鐘/6小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,17677.0,552.40625,20,10000,No,No,No,TWD
709,增加直播觀看人數*啟動最快【420分鐘/7小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,20939.0,654.34375,20,10000,No,No,No,TWD
632,增加直播觀看人數*啟動最快【480分鐘/8小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,23537.0,735.53125,20,20000,No,No,No,TWD
708,增加直播觀看人數*啟動最快【540分鐘/9小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,25317.0,791.15625,20,20000,No,No,No,TWD
42,增加直播觀看人數*啟動最快【600分鐘/10小時】⚡️,Facebook,Live Stream Viewers,臉書直播觀看*啟動最快⚡️,27660.0,864.375,20,20000,No,No,No,TWD
359,指定留言處按讚(比賽或洗排序用途)*快速*穩定質量⭐️🔥,Facebook,Likes/Reactions,臉書其他/特殊項目,1799.0,56.21875,50,100000,No,No,No,TWD
387,指定留言處按讚-亞洲讚(比賽或洗排序用途)⭐️🔥,Facebook,Likes/Reactions,臉書其他/特殊項目,2884.0,90.125,100,10000,No,No,No,TWD
408,檢舉貼文/粉絲團/社團/個人臉書💀,Facebook,Followers/Subscribers,臉書其他/特殊項目,15000.0,468.75,2,10000,No,No,No,TWD
74,網站真人分享,Facebook,Shares,臉書其他/特殊項目,1878.0,58.6875,200,1000000,No,No,No,TWD
59,個人臉書加好友⭐️🔥⚡️,Facebook,Other,臉書其他/特殊項目,2500.0,78.125,100,50000,No,No,No,TWD
60,個人粉絲追蹤-非常穩定⭐️🔥⚡️,Facebook,Followers/Subscribers,臉書其他/特殊項目,939.0,29.34375,50,100000,No,No,Yes,TWD
398,亞洲表情讚(哇)*30天保固😲 ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1277.0,39.90625,10,100000,No,Yes,No,TWD
399,亞洲表情讚(愛心)*30天保固❤️ ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1277.0,39.90625,10,100000,No,No,No,TWD
400,亞洲表情讚(哈)*30天保固😆 ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1277.0,39.90625,10,100000,No,Yes,No,TWD
401,亞洲表情讚(加油/care)*30天保固 ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1276.0,39.875,10,100000,No,No,No,TWD
402,亞洲表情讚(難過)*30天保固😢 ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1276.0,39.875,10,100000,No,No,No,TWD
737,亞洲表情讚(生氣)*啟動較快😡⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1462.0,45.6875,100,100000,No,No,No,TWD
736,亞洲表情讚(生氣)*30天保固(服務器二)😡⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1325.0,41.40625,100,10000,Yes,Yes,No,TWD
403,亞洲表情讚(生氣)*30天保固😡 ⚡️,Facebook,Likes/Reactions,臉書其他/特殊項目,1276.0,39.875,10,100000,No,No,No,TWD
23,全球表情讚(愛心)❤️ ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,20,100000,No,Yes,Yes,TWD
24,全球表情讚(哈)😆 ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,20,100000,No,Yes,Yes,TWD
22,全球表情讚(哇)😲 ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,20,100000,No,Yes,Yes,TWD
25,全球表情讚(加油/care) ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,20,100000,No,Yes,Yes,TWD
26,全球表情讚(難過)😢 ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,20,100000,No,Yes,Yes,TWD
27,全球表情讚(生氣)😡 ⚡️💧,Facebook,Likes/Reactions,臉書其他/特殊項目,976.0,30.5,50,100000,No,Yes,Yes,TWD
561,Reels觀看人數 *穩定執行⭐️🔥,Facebook,Views/Plays,臉書其他/特殊項目,200.0,6.25,1000,100000000,No,No,No,TWD
562,Reels觀看人數 *穩定執行(服務器二),Facebook,Views/Plays,臉書其他/特殊項目,500.0,15.625,100,10000000,No,No,No,TWD
584,•臉書 🇰🇷韓國人貼文自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,17595.0,549.84375,1,150,No,No,No,TWD
585,•臉書 🇰🇷韓國人貼文隨機留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,17171.0,536.59375,1,150,No,No,No,TWD
583,•臉書 🇺🇸🇬🇧美英人士貼文自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,19990.0,624.6875,2,200,No,No,No,TWD
589,•臉書 🇫🇷法國人貼文自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,21007.0,656.46875,1,500,No,No,No,TWD
586,•臉書 🇹🇭泰國人貼文隨機留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,22330.0,697.8125,5,3000,No,No,No,TWD
588,•臉書 亞洲貼文/影片自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,18655.0,582.96875,10,250,No,No,No,TWD
587,•臉書 全球貼文/影片自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,7833.0,244.78125,10,1000,No,No,No,TWD
591,•臉書 全球男性貼文/影片自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,18646.0,582.6875,10,999,No,No,No,TWD
592,•臉書 全球男性貼文/影片隨機留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,17073.0,533.53125,10,250,No,No,No,TWD
375,•臉書 全球女性貼文/影片自訂留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,22195.0,693.59375,10,250,No,No,No,TWD
376,•臉書 全球女性貼文/影片隨機留言,Facebook,Comments,臉書特定國家/地區網友貼文/影片留言/評論*New,18124.0,566.375,10,250,No,No,No,TWD
374,•臉書 🇺🇸美國人粉絲團隨機推薦評論🔥⭐️,Facebook,Followers/Subscribers,臉書特定國家/地區網友貼文/影片留言/評論*New,8157.0,254.90625,5,1000,No,No,No,TWD
590,•臉書 🇫🇷法國人粉絲團自訂推薦評論,Facebook,Followers/Subscribers,臉書特定國家/地區網友貼文/影片留言/評論*New,48079.0,1502.46875,1,500,No,No,No,TWD
78,•臉書 全球粉絲團隨機推薦評論,Facebook,Followers/Subscribers,臉書特定國家/地區網友貼文/影片留言/評論*New,49570.0,1549.0625,10,1000,No,No,No,TWD
506,•臉書 粉絲團讚*馬來西亞人*保固方案🔥,Facebook,Followers/Subscribers,臉書行銷服務 - 馬來西亞🇲🇾,7800.0,243.75,50,1000,No,No,No,TWD
507,•臉書 粉絲團/個人粉絲追蹤數*馬來西亞人*保固方案,Facebook,Followers/Subscribers,臉書行銷服務 - 馬來西亞🇲🇾,7800.0,243.75,50,10000,No,No,No,TWD
510,•臉書 加社團人數*馬來西亞人+華人*保固方案🔥,Facebook,Other,臉書行銷服務 - 馬來西亞🇲🇾,7800.0,243.75,100,1000,No,No,No,TWD
508,•臉書 貼文留言*馬來西亞人,Facebook,Comments,臉書行銷服務 - 馬來西亞🇲🇾,20000.0,625.0,5,500,No,No,No,TWD
509,•臉書 粉專評價推薦*馬來西亞人,Facebook,Other,臉書行銷服務 - 馬來西亞🇲🇾,60000.0,1875.0,1,500,No,No,No,TWD
511,•臉書 貼文表情(LOVE)*馬來西亞人*保固方案🔥,Facebook,Likes/Reactions,臉書行銷服務 - 馬來西亞🇲🇾,3000.0,93.75,30,1000,No,No,No,TWD
512,•臉書 貼文表情(HAHA)*馬來西亞人*保固方案🔥,Facebook,Likes/Reactions,臉書行銷服務 - 馬來西亞🇲🇾,3000.0,93.75,30,1000,No,No,No,TWD
513,•臉書 貼文表情(CARE)*馬來西亞人*保固方案🔥,Facebook,Likes/Reactions,臉書行銷服務 - 馬來西亞🇲🇾,3000.0,93.75,30,1000,No,No,No,TWD
514,•臉書 貼文表情(WOW)*馬來西亞人*保固方案🔥,Facebook,Likes/Reactions,臉書行銷服務 - 馬來西亞🇲🇾,3000.0,93.75,30,1000,No,No,No,TWD
779,IG 🌏亞洲讚*30天保固*快速啟動*促銷*NEW🔥🛡🎊,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,380.0,11.875,50,10000,Yes,No,No,TWD
730,IG 🇹🇼台灣讚*保固🔥⭐️🛡,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,3500.0,109.375,30,10000,Yes,No,No,TWD
602,IG 🇹🇼🇭🇰台灣華人粉*推薦服務器*真人高質量*穩定永久保固🔥⭐️🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,3750.0,117.1875,50,50000,Yes,No,No,TWD
739,IG 🇭🇰香港粉*30天保固*NEW*啟動較快🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,4308.0,134.625,50,1000,Yes,No,No,TWD
740,IG 🇻🇳🇨🇳越南華人粉*促銷,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,1485.0,46.40625,100,20000,No,No,No,TWD
741,IG 🇯🇵日本粉*30天保固*NEW🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,5890.0,184.0625,50,15000,Yes,No,No,TWD
742,IG 🇰🇷韓國粉*30天保固*NEW🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,5890.0,184.0625,50,12000,Yes,No,No,TWD
548,IG 亞洲粉*促銷,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,1468.0,45.875,100,50000,No,No,No,TWD
623,IG 限時動態觀看⭐️🔥,Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,190.0,5.9375,100,15000,No,No,No,TWD
552,IG 日本粉⭐️,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,5061.0,158.15625,50,50000,No,No,No,TWD
100,IG 亞洲帳號留言🔥⚡️,Instagram,Comments,Instagram IG行銷推廣方案⭐️⭐️,20048.0,626.5,1,20000,No,No,No,TWD
410,IG 台灣華人帳號留言🔥,Instagram,Comments,Instagram IG行銷推廣方案⭐️⭐️,22000.0,687.5,5,1000,No,No,No,TWD
557,IG 全球表情隨機留言,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,1421.0,44.40625,10,200000,No,No,No,TWD
556,IG 全球隨機留言,Instagram,Comments,Instagram IG行銷推廣方案⭐️⭐️,1391.0,43.46875,10,20000,No,No,No,TWD
98,IG 全球自訂留言*促銷🎊,Instagram,Comments,Instagram IG行銷推廣方案⭐️⭐️,1470.0,45.9375,10,5000,No,No,No,TWD
772,IG 全球讚*最快啟動*60天保固🔥⚡️🛡,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,400.0,12.5,200,150000,Yes,Yes,No,TWD
770,IG 全球讚*永久保固🔥⭐️🛡,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,403.0,12.59375,50,2000000,No,No,No,TWD
773,IG 全球讚*永久保固*促銷(服務器二)🛡🎊,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,287.0,8.96875,50,3000000,Yes,No,No,TWD
769,IG 全球讚*快速啟動*30天保固⚡️⭐️🛡,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,313.0,9.78125,50,150000,No,Yes,No,TWD
190,IG 全球讚*非常穩定*自動保固🔥⭐️🛡🎊,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,503.0,15.71875,50,200000,Yes,Yes,No,TWD
88,IG 全球讚*促銷 *史上最低價!!🔥⚡️🎊,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,98.0,3.0625,100,100000,No,No,No,TWD
774,IG 全球讚*促銷🎊,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,110.0,3.4375,100,1000000,No,No,No,TWD
90,IG 全球讚*99%全真人用戶🔥⭐️,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,777.0,24.28125,20,20000,Yes,No,No,TWD
648,IG 貼圖自動讚*保固🔥⚡️🛡,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,332.0,10.375,30,1000000,No,No,No,TWD
111,IG 貼圖自動讚🔥⚡️,Instagram,Likes/Reactions,Instagram IG行銷推廣方案⭐️⭐️,202.0,6.3125,50,200000,No,Yes,No,TWD
79,IG 增加全球粉*便宜 *易掉🔥⚡️,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,445.0,13.90625,100,200000,No,No,No,TWD
534,IG 增加穩定全球粉*60天保固🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,758.0,23.6875,100,5000000,Yes,No,No,TWD
720,IG 增加穩定全球粉*180天保固(服務器二)🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,1250.0,39.0625,100,3000000,Yes,No,No,TWD
83,IG 增加穩定全球粉*永久保固(服務器二)🔥⭐️🛡,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,1680.0,52.5,100,3000000,Yes,No,No,TWD
766,IG 影片觀看(reels/TV/一般影片)*最快啟動🔥⚡️,Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,40.0,1.25,1000,100000000,No,No,No,TWD
91,IG 一般影片觀看🔥⭐️,Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,39.0,1.21875,1000,399999999,No,No,No,TWD
126,IG *網紅/品牌必備 自動增加印象+個人頭貼到訪+Discover+首頁到訪🔥⚡️⭐️🎊,Instagram,Other,Instagram IG行銷推廣方案⭐️⭐️,253.0,7.90625,100,50000,No,No,No,TWD
635,IG 貼文互動率提升套餐(分享+觸及+印象分數+首頁到訪),Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,650.0,20.3125,100,5000000,No,No,No,TWD
636,IG 貼文/影片分享曝光,Instagram,Shares,Instagram IG行銷推廣方案⭐️⭐️,898.0,28.0625,100,5000000,No,No,No,TWD
763,IG 貼文/影片分享曝光(服務器三),Instagram,Shares,Instagram IG行銷推廣方案⭐️⭐️,847.0,26.46875,100,10000000,No,No,No,TWD
118,IG 影片自動觀看+增加印象+個人頁面到訪*提升排名🔥⚡️⭐️🎊,Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,55.0,1.71875,100,100000000,No,No,No,TWD
120,IG 🇹🇼🇭🇰🇨🇳台灣華人影片自動觀看🔥⚡️⭐️,Instagram,Views/Plays,Instagram IG行銷推廣方案⭐️⭐️,106.0,3.3125,100,100000000,No,No,No,TWD
722,直播觀看人數【60分鐘/1小時】(服務器二)⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,5617.0,175.53125,50,50000,No,No,No,TWD
723,直播觀看人數【90分鐘/1.5小時】(服務器二)⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,8371.0,261.59375,50,50000,No,No,No,TWD
724,直播觀看人數【120分鐘/2小時】(服務器二)⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,11010.0,344.0625,50,50000,No,No,No,TWD
725,直播觀看人數【180分鐘/3小時】(服務器二)⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,16038.0,501.1875,50,50000,No,No,No,TWD
726,直播觀看人數【240分鐘/4小時】(服務器二)⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,20862.0,651.9375,30,50000,No,No,No,TWD
424,直播觀看人數【30分鐘】⚡️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,2432.0,76.0,50,5000,No,No,No,TWD
95,直播按讚人數🔥⚡️⭐️,Instagram,Live Stream Viewers,Instagram 直播/其他/綜合曝光項目,482.0,15.0625,200,10000,No,No,No,TWD
96,直播影片隨機留言⚡️,Instagram,Comments,Instagram 直播/其他/綜合曝光項目,11040.0,345.0,50,2000,No,No,No,TWD
579,限時動態觀看⭐️🔥,Instagram,Views/Plays,Instagram 直播/其他/綜合曝光項目,190.0,5.9375,100,15000,No,No,No,TWD
105,限時動態 Poll Votes,Instagram,Votes,Instagram 直播/其他/綜合曝光項目,884.0,27.625,50,30000,No,No,No,TWD
99,指定留言處按讚,Instagram,Likes/Reactions,Instagram 直播/其他/綜合曝光項目,1369.0,42.78125,10,100000,No,Yes,No,TWD
771,IG增加觸及+個人頁面造訪+Reach*提升排名(服務器二)⭐️,Instagram,Views/Plays,Instagram 直播/其他/綜合曝光項目,684.0,21.375,100,100000,No,No,No,TWD
